fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
7.535653028998794,0.21965495421091508,0.30112435276526883,3.3723796278872675,0.0325162231685639,32.948997902388044,110.35720798179773,0.9929533124895739,3.2487788835553153,0.4108669201948942,11.15695083198206,7,white
6.773208533338277,0.2265527837327512,0.538302469058002,2.4833590947268855,0.05858905341579007,27.985366016862287,213.55827139657603,0.99119294539772,3.1468423472886817,0.3079984914400984,11.021615027003817,8,white
8.31039402848692,0.33782840120153546,0.2961004106894114,17.665488235376333,0.03470446628233174,57.44986496987637,94.50690820781901,0.9955472525149534,2.72,0.4353709240388503,10.863659275657685,7,white
7.835383709221005,0.31968664269398095,0.436967756479226,15.592013284700467,0.036641732272464235,19.801466691820444,104.14145626223785,0.9923423137082349,3.238468484164733,0.48910143357152314,11.300632546115127,7,white
7.160536214453492,0.2469553437892961,0.312907370023975,1.9738562924408303,0.04947950730608309,56.002249497627716,139.94575834775168,0.9927855513772733,3.070971898260827,0.30200232411659267,11.909158778443487,10,white
6.067939471834753,0.4182383001140859,0.5309534729206282,1.39591260721224,0.009,26.127028214629014,216.5417635677603,0.9918914092509811,3.048055906904309,0.643764971825928,10.984772417312236,8,white
7.32510981298507,0.1666934146008389,0.24094864056838383,8.846647237935473,0.07795064093129851,34.489544999222,127.30132184230796,0.993877942642838,2.9775356124998043,0.5351685106181959,10.096180465547706,8,white
6.42310231410591,0.340790036971119,0.5168384140474892,2.778995437387926,0.056962838397986076,15.123979764803124,149.23552242680591,0.9931146316904467,3.197638448569564,0.24190833991109975,11.069315187706946,9,white
7.604575467913281,0.24145727139654918,0.4555953742882922,19.225015966170222,0.04999262360792813,83.44154491431003,117.98968664010869,0.9972520665282975,3.036111883281998,0.5699835943626667,8.048949933450837,9,white
6.7527935571155995,0.10026469627294349,0.3147174931270891,2.5209777914095843,0.04450456441520733,57.003982611679646,144.637707576703,0.9907015338101857,3.2253923954473285,0.46177599828463445,9.59448541274253,6,white
7.582480338397533,0.3689979871466008,0.34242774656766023,1.5124192220244725,0.0951561467738796,51.19238058432607,178.537182521495,0.9896894637428432,3.2184124036089625,0.5230751222983328,12.76839009921898,9,white
6.912878644847695,0.19186027093062608,0.4435846342291709,1.1672572094413718,0.05570997330771238,12.328183528275769,133.64818727108243,0.9960633621982431,3.154568884464802,0.48333053003418514,10.329956839445908,9,white
5.905772876554971,0.27532062585644307,0.309850210180668,11.361615771731925,0.05894351565774052,26.26559688899711,13.237837177076557,0.9928223627049069,3.0726079354689,0.41690658617206683,9.551063573804397,6,white
7.12243758968065,0.3571718553012715,0.422744897921034,4.695662204772819,0.07186181478061868,12.398460344715104,184.73220037512354,0.9925404861382757,2.8666719959161617,0.5728406406305122,12.135766941168631,6,white
9.103421357767695,0.3909526384615599,0.18048649001874884,8.88032027770681,0.026938576918765552,20.976304385223116,200.61198340924085,0.995663767849667,3.3870816570402233,0.6068084614487157,11.595103213706732,4,white
6.6373069512740415,0.30464851466524184,0.38364619839305053,1.1214651266844493,0.06024081129444715,2.0,161.89572772154597,0.9917632413213429,3.387744735179464,0.44614402316715923,8.6298730150761,7,white
4.366923875503159,0.2255946469717503,0.4694341898844735,20.522915433520513,0.01405014342698594,15.612830525905043,118.83888702645044,0.9916542135079986,2.9498842702526122,0.5227822153340818,10.88385394084752,6,white
6.714048752611607,0.3807618431488397,0.29316643847257007,12.217150970826708,0.022596437312494548,44.422093197947206,163.98332939099035,0.9985319786462833,3.271317388049145,0.5614169225660361,10.889170357958731,7,white
6.711896096081238,0.30839664346416235,0.0487780307842402,0.7357578063207486,0.009,23.017437203077613,167.7182843834561,0.9899918199621817,3.1837649002009054,0.3619696311418399,12.888961198148403,7,white
6.657246776141536,0.4321769145792639,0.33591983581620516,3.10308727058664,0.05966156297295789,74.06327972515142,24.230117583687957,0.9894003359861172,3.3062421977591088,0.510504244996653,10.747057094400626,8,white
5.742613178700383,0.3901673196751984,0.10509267355092775,2.2928520126578396,0.06559238104538759,26.479877389052078,144.55389600800444,0.9935598967411801,3.338486792294029,0.36868045105578223,10.592979554022751,6,white
6.360824859247424,0.2567673654515846,0.576209884100401,10.148135274547645,0.009,9.861590637457446,71.13836613481668,0.9968508755367241,3.296016696091056,0.5845503912871258,10.678486772586735,7,white
6.931114906177663,0.2874472406207175,0.360873640622014,4.155947208029818,0.009,34.174272891662724,153.7526662149148,0.9900563620344185,3.313564887851734,0.31672542632266765,12.374461232149226,7,white
7.203598760930441,0.2566245742440263,0.3156984243897079,3.5881300153761924,0.054962699951657056,28.63377574275987,214.36950607510173,0.9959499078695433,3.143149747611183,0.49356159778615294,11.262846486224344,9,white
7.36492239801988,0.18921639012983324,0.540932553829838,11.06465810022729,0.046684145621552396,45.561012126754534,95.73149455074423,0.9979596288487967,3.2041549096396325,0.41294077792872735,12.354147116120592,6,white
6.054936447909127,0.17429467452506114,0.4099519144424184,3.7118404080179377,0.08832990075170657,34.37725657272686,74.81097506497068,0.9915626087957514,3.3367494310653094,0.48294174924324074,10.722720654466354,4,white
6.738964408411908,0.36223049378034855,0.4792394821992596,9.446610645167706,0.07857427281100933,2.0,122.98756876375371,0.9972151181521409,3.388334023605984,0.6665623838677291,10.68756867824981,5,white
6.070476726978238,0.317423317555299,0.24573011640526637,0.7516387054606484,0.08080534412944143,16.23387755020706,195.7643838491491,0.9953168415885515,3.174225470083049,0.6781472811139229,11.71872981932397,6,white
6.957940090001328,0.3575214165364947,0.3813182560448374,6.681126598451793,0.06662517371814598,23.7033270957418,173.0870954978624,0.9896856356619733,3.110604210899507,0.4434022459154905,9.422028822316049,5,white
5.486106354767935,0.5452256479454511,0.26260430490785736,11.851380175756512,0.009,16.702032034977908,77.19310534716178,0.9909142482851512,2.8456059648075236,0.6289292580885963,11.083973716484987,6,white
5.728393718404625,0.17718119826528655,0.440671028929225,4.2987444301477655,0.05577425549757378,43.54170739384776,145.84293971498795,0.9943572889917237,3.4068249024643813,0.610021105955403,11.920519835319208,8,white
6.512690497366,0.1660400565207886,0.31625903196360994,1.1597565719483858,0.06612409213270924,37.34776052446588,90.98294335513476,0.9904220474680565,3.2006417180868656,0.40183802894945186,9.617446153940904,8,white
6.707686772991476,0.3298521445910937,0.2604993620534964,1.0680869637966952,0.04711939606094967,16.44849604900319,160.54493610953924,0.9966384232559267,3.2382099244008424,0.5965501413940663,12.076012751620983,9,white
7.4754340579794745,0.3639937703248101,0.36465952416115405,17.842629133390357,0.03407700909884473,50.36969120828381,120.66930358328611,0.9893340868032338,3.183116512876425,0.4041459382437555,9.62471089789216,6,white
6.952123415422652,0.416804046066817,0.40157684554127626,7.498238571260706,0.06928218435028463,59.348067281818224,150.98874330160712,0.9927780823698323,3.1087386552910607,0.43402575093430357,10.186445572945699,7,white
6.225977696529074,0.12673289075496585,0.16782262399077175,5.348304756201413,0.03606105079862987,37.21890439948444,130.14765391267045,0.9956747521520216,3.093177370946292,0.45184543753550616,10.752382622977569,7,white
6.913632845660541,0.22375672148148212,0.29714913419385364,2.1047532883435363,0.07353699268619082,8.33411663588453,108.24857607719339,0.9992224930116582,2.9845587882116074,0.6075428015042802,12.623046152878501,10,white
5.480770041810195,0.24911238517801293,0.25074705579990664,2.490363253303995,0.06749909408591818,31.863439216086057,52.74413448582074,0.9928859218204623,3.242008533764353,0.4212619528313848,9.601900194628316,8,white
8.092585100308272,0.3638429160427128,0.36754771846029166,6.478585747457387,0.07126511351982151,46.43733749467657,82.01939926294177,0.9941476125916789,3.1247562569921365,0.3772012386550735,10.76569310934907,7,white
7.607551549565742,0.08,0.325803552231016,10.370830160336094,0.046259210961017,14.95193697264386,113.7970547245804,0.9895168823686208,3.226643808979355,0.4734573850967542,9.717487006024975,7,white
6.000690730975913,0.1874884337671206,0.21335441363560056,5.797798615328579,0.038497183297580104,34.108141314302905,193.97440280929214,0.9944347595133409,3.150321585306548,0.4324701823057412,10.703295913373422,9,white
7.76998174972847,0.3727794103230188,0.3384800489032845,7.094870496541637,0.009,43.7256448375452,157.5283044668633,0.9950624419208058,3.0475180268310798,0.326193344218555,10.801886260823283,8,white
6.235777981414632,0.2703512292586098,0.4627260184009081,1.1505665797107671,0.03439160804039177,14.042888677840946,104.70751253312481,0.9976921660962316,3.4230694545308897,0.6235632471678288,10.38391584793208,3,white
7.771764573488361,0.3068862366413962,0.5126218302161957,2.884193242723344,0.031128524135693295,56.67335232815917,91.42084920351343,0.994738120746722,3.1539241660459183,0.5299864966196215,12.15556678457813,6,white
7.389428848728183,0.35278598708738884,0.3240272437774691,1.00128098836465,0.028156047475011672,32.842200602911426,86.92165655270293,0.992575183050604,3.2207356990182894,0.40705634479975383,10.473766980425141,8,white
6.801636820866763,0.32420980880605266,0.36315504385229014,1.5769975993559027,0.051322934448296616,23.782918031798943,96.18058955803258,0.9940815804361063,3.28754155032617,0.369391397126011,10.684743287779584,7,white
6.612220400277941,0.1798245823770302,0.4447531509611623,0.6475947820508764,0.016109243665810985,35.76327824199891,163.84062563853146,0.9935693472631382,3.3475183576332745,0.5129962175689852,10.297685909284299,9,white
6.265360854974828,0.17622909685494437,0.5598510167758085,3.966906762881023,0.036250805366245344,44.47608982289805,142.0833796789371,0.9923676878536938,2.8361799748595247,0.3997260055481769,11.311261329504568,6,white
6.848058715594175,0.3197714583726305,0.3572884243876977,10.64458117692242,0.05089176234617949,53.04208698354312,177.44422376669397,0.9955776914619853,2.97214515503438,0.35487013414480284,13.177231483122396,6,white
6.426655977056368,0.29751532659418994,0.1298020047422395,0.660362813496275,0.03470638186183851,16.52457565561396,132.03044927278071,0.9944659492000414,3.0842315027396663,0.5218865298866102,12.308944089528113,9,white
7.476011925976318,0.20309317317908643,0.2096200529734877,1.7751131451145294,0.009,29.79575448770696,176.7144156565615,0.9940398559228492,3.2251793198718928,0.22,8.242899955173552,7,white
7.1343775792861255,0.38496300104489356,0.27017277355291847,7.879945458364933,0.052382447141018695,33.13323279467591,126.24834255011416,0.9898765829549413,3.243917390259066,0.4344978370813284,10.02862205304716,7,white
7.086974700892649,0.282798081632184,0.402131040985128,1.8271603352877968,0.04583177335370597,29.795609838669108,91.03710976538659,0.9967757569844776,3.1446109042156896,0.3896261397472128,8.0,8,white
4.7777579992516594,0.5332963005560605,0.42174826619459715,2.047611489697802,0.05132769382790206,32.03177961167838,144.8846913056286,0.9902503966161005,3.3842206275468976,0.2886578643929353,10.522217434735827,10,white
6.805640516353359,0.23930743240758384,0.31231486572096556,5.91903579955472,0.04485477754244626,24.22220279653952,147.74749914456527,0.9947179050388493,3.1701427877140347,0.3480433997061739,11.95780548571779,7,white
7.214665880561848,0.20991571824903243,0.3172820747197996,0.7238914027221465,0.0312571885158644,40.100282484203724,97.56793134910671,0.9935460640489359,3.1912272865896267,0.5601610495888901,8.403400369876024,4,white
7.510252789040044,0.3691286467830371,0.47980801940214346,23.507787060085164,0.06195374830132511,46.16048382062586,120.42499715462097,0.9920302714876748,3.242110511248091,0.4859683120507156,11.406503635299268,7,white
8.110131962077453,0.506002059525377,0.16826542386788043,10.947676255435839,0.018960441145796206,19.7394702280413,121.1680030045988,0.997042611103248,3.2992523704541665,0.2915272080268403,11.309845236298507,6,white
7.106947058361549,0.08,0.3741980034627132,4.106226174693422,0.009,18.66830548867847,177.20570439762167,0.9942737481139039,3.4372228874456283,0.5174105588532846,11.042510719414505,7,white
5.903312390963513,0.3741652646805588,0.3366044658231514,2.3699103178568612,0.06070792604570673,13.019992384690983,109.8451518812465,0.994026687856938,3.3882644994435434,0.24088953430955043,10.482128782837263,5,white
7.109470008789733,0.2846479964313789,0.4444496465759328,12.928582564657889,0.05146716035261598,28.06509616214413,127.85242600130131,0.9899538060614337,3.1751933970522224,0.4292559954929961,10.415627092920046,8,white
6.005176170985814,0.08,0.6523053579906397,2.7465788807090785,0.040458312887353694,25.657634643449533,116.50677755949573,0.9888751646534811,3.0115990027366757,0.4588182779006075,9.978335828117793,6,white
6.28431064330736,0.11754609379112518,0.34190597050959715,6.321392409941789,0.03937193655664495,14.189735139613681,192.4480079167717,0.9903326263705812,3.2754039499611856,0.4469518983323784,10.115279781964624,6,white
6.979968485769892,0.3330025502729622,0.23626284100696718,14.785757651699202,0.06561046319225033,19.41976586003435,140.69489856896712,0.9958266178129995,3.3154067332791826,0.5841086119403903,11.082434329457831,8,white
6.479011304080886,0.30449566632579167,0.504623504951232,1.6394457181453248,0.016413622237263743,27.312335756153203,160.22963769590888,0.9948884051609096,3.0769946902070258,0.4353547271884596,12.536683756989827,9,white
6.019707969017654,0.14770632669985173,0.43850980976309767,9.669320202364325,0.061076070823203536,32.29657759680595,122.77923089912542,0.9954224243102625,3.2765838846202193,0.5286064273962177,12.78734138589933,9,white
7.672919743938662,0.452647392256623,0.37170657932168155,3.2461214243583787,0.027797974069163647,59.370671026632536,134.33122512601133,0.9982323790484702,3.130479138364926,0.5036832988733825,10.368192189857153,6,white
8.613802478337368,0.1976557581125078,0.182000015421543,2.9594069840166592,0.027614593861915056,36.71818140776962,152.14242285947643,0.9954994317274647,3.0772366476290243,0.5702867737524918,10.13851664548158,7,white
7.418135714261908,0.2748089742898595,0.292799637118123,2.4019467581534593,0.04955199404275243,26.48957009520292,82.79494621084257,0.9955114346845788,3.088832308943934,0.534245239677082,12.099418734369323,4,white
6.349464561145368,0.08,0.41763555520421314,10.252649427256186,0.010908167475417854,25.427213977897033,129.79637838283165,0.9915217918150528,3.106090610858582,0.4797416525449782,12.677674790029863,7,white
7.565283684655005,0.40545743986104915,0.42797605209229467,11.618201889281492,0.07336757819650781,35.75635315748968,165.19424154571584,0.987,3.1085211592994644,0.5022673843512969,10.65433862018889,5,white
6.146001595130201,0.3123940161906935,0.36117440507444876,2.0972308148416703,0.022635013447493683,31.414163550699236,110.7368451516968,0.9911643325961091,2.955932985000819,0.5769445014866634,11.845697561310152,6,white
6.130791066532023,0.25193294339985284,0.2940725702401425,5.673503821801717,0.04960922674950539,59.367814728287044,176.36948188676124,0.9935065897860602,3.2157419226177324,0.5595475925009739,10.458913775987734,7,white
6.057537395882765,0.16386285728138628,0.48813936597351737,3.199310918382423,0.06203718678111038,9.915414292604396,100.80334789902682,0.9932799371494986,3.1990686986999752,0.4310437387564962,11.665415935396014,6,white
6.8474506199780905,0.22282838106793165,0.10149152411784923,5.198300262687583,0.06207324566246224,32.50905546140464,141.28343933804553,0.9926641232218585,3.1768476481098427,0.610968721724102,9.27890662308641,8,white
6.444932455917077,0.271925645776036,0.1717253009396749,5.125366634778798,0.02904673412308438,13.58359912602663,164.47348457628752,0.9941543110687396,3.131482174932431,0.5642421630791477,9.927211058268538,7,white
6.378448268662763,0.30700574685184917,0.18741926995990218,15.795821844817077,0.035515878868883625,36.86301045670998,58.69033636947081,0.9897712754976957,3.2062539854837144,0.5380153689149223,9.280896972537777,6,white
6.589297840234709,0.1317622776833152,0.45412782586810524,25.174793377844647,0.056638492661206075,7.761389883405208,164.05891913538926,0.9940113941042643,3.2599769592396974,0.3388235973893208,11.909862168862366,6,white
6.387776235979524,0.37915139663668446,0.4719449972364991,9.439706672628795,0.07214688716150786,12.89667871601301,159.91105251531246,0.9960595320554393,3.1417819632032526,0.34055903442492097,10.39666812483362,7,white
4.908289323967315,0.2955662114604827,0.2787302043275029,10.804342071407472,0.009,37.78744233873753,184.11609933005707,0.9911046420699163,3.227331551229707,0.5197425184459872,10.03547460383933,7,white
7.541925939427305,0.2884215975534401,0.32128978368366023,4.655927176132257,0.059778763954333666,6.5098507350496995,106.69216751778855,0.9922285470572245,3.281561971213458,0.6401329125060333,8.846158874645408,8,white
6.789151793708931,0.10839832346912698,0.2983211779193002,43.47359906128509,0.04595808917597433,52.312705541318465,96.81515134369099,0.9916774156947843,3.1334839215559,0.34144658651756565,9.68609466946525,6,white
6.272784518207953,0.3379941463548456,0.07596584943665019,3.598758165489833,0.02659132945243535,59.57448152607787,140.5368517905709,0.987,3.3666820014834338,0.43901543410398447,9.531491711841282,7,white
6.926676354775552,0.17740306736906564,0.45829598917400105,5.584845723965805,0.05405008728639166,35.85201108818297,151.2930419769622,0.9981336038160249,3.320766597896531,0.6298391573020314,10.127206934310461,7,white
6.164282544061269,0.4446695608625524,0.4410400612087365,5.542341579113697,0.03084767727128425,26.791050100048917,109.17833450630364,0.992510824863014,3.234540178664641,0.5327910385411838,11.471365647555936,9,white
7.646034129872373,0.3933832113465868,0.4759934946136941,1.622296181814022,0.04824951863813798,48.65354147814111,155.02387622982278,0.9942419956024875,3.1413844459180993,0.3575283895900432,10.643046128410099,7,white
7.986780789760649,0.3442278382612235,0.09523040202844776,6.578174717679297,0.054416061259645675,48.348556407094925,144.35789064424029,0.9965721361669001,3.184940912932456,0.5010990166533987,11.300363726717535,8,white
6.809768149445881,0.330574436070931,0.15747938832591662,22.215074927162036,0.03393145240002322,45.02104596557977,90.40905052888046,0.987,3.320879108897552,0.4441335509890057,8.040752468598573,8,white
5.546072133717852,0.2746301815622904,0.45064701982035976,6.545348243850217,0.03520365147583638,40.5281466482846,134.72840016448407,0.9933104574992933,3.012648157692161,0.43898399309173564,11.545221573770993,6,white
6.61345358469781,0.22951086404134197,0.41420851908947953,1.1207685842615667,0.009,57.3071026707363,191.41714264971773,0.9882620793166147,3.086514948285353,0.40420879112248076,10.333558267692196,5,white
6.401714964662767,0.24039978758780697,0.4076489507816195,3.381416800700238,0.06922140020291248,51.685571704316615,91.91654726589334,0.9924067538677398,3.24821779529843,0.3431536195016208,10.736791944990532,10,white
7.832366413247411,0.42320562381773785,0.4338605121460861,6.335695004631208,0.029055093293620316,35.25912618366701,118.96778014185182,0.9993641738436967,3.2381971984391993,0.6020720468200206,9.595122970529813,7,white
6.974929148665241,0.3126065292209523,0.38647196107944654,1.4135571639452595,0.05277171220853126,24.944416718824332,78.83592060679175,0.9924961041219654,3.051635995819291,0.5727310926127481,11.010310191321064,7,white
7.173934029059952,0.2884557121295909,0.16738562295696266,2.442360474901131,0.02370425289120975,85.83594120388979,121.27345289003802,0.997906689690794,3.262218779876519,0.3079347137700173,11.245298261038304,8,white
6.042157390826153,0.16266426296640712,0.23611307351978672,5.513640238369472,0.06172694016707364,25.782645977363366,195.07090959929008,0.9958580096894954,3.201866232066335,0.4356342254151064,10.759996472871848,6,white
4.934801781902575,0.22629676980238556,0.5832154641422247,3.230606489452578,0.019852419513712652,41.82816451998057,126.0019658232541,0.9948864673435303,3.2981540017883453,0.3416448025365224,11.803287679673982,8,white
7.729873609758475,0.19567740784096904,0.5630746553631704,2.0504759015498606,0.06598867714066253,34.589367897467405,89.61137078599978,0.9924724089609422,3.333974264768111,0.4226778647555256,11.44983164019274,9,white
7.225985613474654,0.41371089576862974,0.30514545379286445,1.2194828559269324,0.02790864759207639,31.309863676167957,178.98378339500172,0.9948185750156578,3.3984378767823027,0.4331160734002964,11.84756768126075,7,white
7.368088590131132,0.37619000395059243,0.31489143747862286,3.915713397772206,0.024834529907718533,31.869975327903283,135.6552265699836,0.9915978540995715,2.841031146508791,0.45379070062059135,9.489538595433242,8,white
7.255744259457931,0.3339190235699891,0.48846089216696426,2.1856057213152904,0.08115720156264815,22.476323582903944,135.2309357912829,0.9922004916608979,3.216077349269438,0.4625879392083888,11.312003439992504,7,white
5.280752357460079,0.16051113877142154,0.34105696588349227,0.8161015894909757,0.03574206340797706,51.41077683355731,97.98285980302057,0.9930886993701664,3.25266793814397,0.2875299127657842,12.677670980227735,6,white
7.090776205720268,0.23996010920845579,0.36519912908148566,3.1872177951862053,0.052033920773477786,2.0,127.55082009508881,0.9895760762468612,3.144043836177121,0.5812308128366126,10.126016716726213,7,white
6.293149283865443,0.33511308416727237,0.4313674174503245,4.155446586007084,0.03214290326728917,22.814814005498363,127.60008184161043,0.9935720179696026,2.979154263173126,0.44551147721870327,12.407891367350516,7,white
7.901113777957597,0.4039408256250133,0.43843836656193147,3.738514658915969,0.028928858638062577,5.144490380154647,203.7130897385831,0.9904462936884153,2.989987903908422,0.4786114339221235,11.531445145307078,5,white
8.143415534516027,0.39549227104017665,0.24995870078901083,9.89172548358904,0.011380957891039926,58.769437012752476,97.34247123010044,0.992985019871626,3.2447044900960673,0.5625806847513217,11.623766766344216,7,white
5.274966387917006,0.3823730428792653,0.08146521438126442,2.394438873171589,0.0409714627571542,22.181653944638065,103.62284824335224,0.9982429930719118,2.7832748954874975,0.5202736037915304,12.753546938422824,7,white
7.904285287766137,0.4792985393425093,0.3346074782702508,20.562733485493595,0.05701568794569471,33.91487406711902,139.61067215855718,0.994796960751227,3.2961977442847403,0.5308899277917197,12.376559698655043,8,white
6.236924373278489,0.3041627718550336,0.26313040131103826,13.258565147559034,0.05951676058127739,33.31470337997525,152.97117389232784,0.9928857379710069,3.111427972584885,0.2576222725204105,12.24546243053182,9,white
7.115054319799264,0.09940894486695945,0.516171532961192,2.269039187509012,0.06831993716394276,11.933461325100442,133.52752665730648,0.9949892404579653,3.180267484437746,0.44121201558229906,8.0,7,white
7.6113214199571875,0.4216204132149767,0.3846178371602823,1.2857572196563156,0.07657301495633205,58.29401149910768,175.0414038146093,0.9934564683863285,3.3310330661126004,0.4287611235945976,9.306556857549808,8,white
7.382817071869639,0.1122830549078511,0.21345095424854246,0.8460509261004432,0.05725856454582529,39.13936565986266,62.99279874153011,0.994633869671594,3.3976380156792296,0.4772229688843333,11.77968958694564,9,white
6.428343459754156,0.3369782463973174,0.14321506052489114,4.280708793763322,0.039646446531334124,53.494555122571754,149.66018246672525,0.9970013985813454,3.1570079122191634,0.6269103714596941,8.0,9,white
6.427641060456809,0.30242462513587864,0.1583136292802653,2.202411602590036,0.07547378746484545,72.68036251071399,99.50783519886915,0.9919071721111065,3.1300142075322195,0.4905783837423642,10.692899814297494,9,white
6.0446186753481035,0.25219335353127476,0.3542554175645337,2.352759033638785,0.046566356123728815,49.87040652983154,191.57358695593732,0.9917744420894667,3.083904714243172,0.4358812211436903,10.429934957514043,7,white
6.191814488016239,0.399109869122363,0.2610803524807461,14.95840251835068,0.063407666363968,16.647459855500898,136.14521987452164,0.9922697639921322,3.232757096345467,0.6415513916723821,8.33831360204888,9,white
7.308771012266277,0.21823163128402168,0.38062216861477777,2.1220232944203654,0.0855069385290873,41.88660846828512,143.15509047227155,0.9942821438151375,3.150934305574495,0.2512388681505302,12.10663371856035,6,white
7.766094603488156,0.5024149713507862,0.4263216080429025,18.499530172053213,0.032517295825831107,88.53950127549169,225.32105746630222,0.9955209466379763,3.064752678125155,0.5818714830614781,9.85487821290791,8,white
5.321900685396763,0.19493260032216703,0.5544480520649453,3.6838963062264938,0.07075423938032879,35.00480457150869,108.66390712121449,0.9941366048502909,3.1333621497149,0.5994639353679639,9.39399356846383,9,white
7.936506664505405,0.2340529717135635,0.2222951062739936,4.402185432942499,0.020270622665183737,21.438472486342015,112.19859917117577,0.9967066250179413,2.8844661055168768,0.4575379040480875,11.349834397620487,7,white
6.228697670625618,0.33644866480731056,0.40395387548466566,0.6123357304267346,0.05745502033906668,34.05579382037158,147.09736923682036,0.9930374777331894,3.1469767687025083,0.460266126634862,11.438445447722295,8,white
6.013371895233658,0.3944292819167819,0.19749578081924085,9.633191766826586,0.03663985472490955,42.1383911564278,97.99164844447961,0.9942238104194709,3.0575338073488707,0.544041744523601,12.003903517430514,9,white
8.066245038903945,0.39830183217430437,0.44768466118587524,10.041348594696188,0.07354320005229728,13.715827679169532,127.34688484267056,0.9953368275430922,2.9933560876261622,0.5025747237357836,11.370760128408572,3,white
6.009635833488121,0.1831521474465993,0.22227879086825322,2.437629938446423,0.046997117884559535,34.534243123858595,128.48655661114458,0.991021897089339,3.2795460204648523,0.5977977675472468,12.616106649692489,5,white
6.574409245102435,0.17181328348442876,0.25526080373518917,1.0035891591429522,0.06371434581746058,37.55819304070058,156.04942791035808,0.9948890068697182,3.195460442663087,0.5245233251155867,11.633369264984621,8,white
7.149378815875612,0.34152769288860396,0.2861614738537097,9.816222200707067,0.028414958994644784,50.64420597525827,105.42634662308174,0.990324341274125,3.1380662502142584,0.6411948962650074,11.750288933158519,9,white
6.5607067994567085,0.2231475692600505,0.45964119131505277,4.096912376051706,0.04026071964158644,44.47769490918566,160.13734727721962,0.9970271575275064,3.1906524970447623,0.4407316373380574,9.47572089696986,5,white
7.919753682097236,0.12469297860109019,0.25105984418981486,14.999752066749695,0.026380292862660446,42.54436624105827,151.21001079924997,1.0011629429628734,3.413008317526782,0.4611371362525549,11.109671748491508,9,white
7.524898119197614,0.23636944969153326,0.3016987286688178,11.304703105705007,0.06723562679018442,22.35772547706189,166.69837598652234,0.9948566701806778,3.119556884887753,0.6631530021388079,11.359163702859998,6,white
6.744284971351297,0.30285650990459606,0.4412457530494162,13.6672908969956,0.061553710499853136,31.58000443281278,74.47716054007162,0.9917444576716234,3.111269335516371,0.4079464310183667,10.06621522214207,8,white
8.004610765879868,0.22207481978605526,0.41567144094832187,1.4960529323300324,0.015351608022835844,48.953407575077485,176.22929058366685,0.9954211151409492,3.056740120427219,0.3483711232897189,10.140315606579282,7,white
8.579463787026944,0.36866027628411224,0.22246030023190505,0.6066828644220037,0.02810643649161251,15.407159345995922,170.36048885317146,0.99628948523757,3.0068959606362604,0.4673240360686457,10.639865384865633,6,white
6.824157796252749,0.4614839748287416,0.25619657757456626,5.02465233874744,0.009,34.7121262704814,133.71297038176053,0.9949591425737343,3.0916500582928084,0.6297062955845666,8.290688583138355,9,white
7.388578509363773,0.30251307133048005,0.32236619927164123,3.0589135817434183,0.026059709729221885,30.077820000505113,70.76383023044535,0.9928047072743817,3.266437394792534,0.4698515005840126,10.594169068901245,8,white
7.321576466607948,0.30900981731457833,0.6449461396241076,12.575770555639323,0.02572172192294518,10.503694088719907,119.9563034870486,0.9941721904276506,3.1098537131873782,0.36654235321382916,10.033338006529743,7,white
6.863200627982253,0.08,0.37453340260223716,1.9745452620934691,0.029849106182345056,41.53626330664268,137.8249659257132,0.9977846973277178,3.426707170371497,0.629495619356871,12.180027056385054,8,white
6.299834036651503,0.24260449750887322,0.33927824135854695,9.264302399550724,0.012113246930203804,17.773488189903574,116.72754909932165,0.9971270598367471,3.2710423759781877,0.42110289637992226,11.803615024716553,6,white
6.457023963607385,0.3728638160306106,0.44526130501173833,0.9201100170151632,0.06194071517328993,59.25323751276733,119.26516612190944,0.994871860855933,3.249142887007106,0.5704784038146815,10.807098728133397,8,white
6.906659370141385,0.25314896580443746,0.20236973810030376,3.1761160748828643,0.041977275013249014,14.774027928138988,110.65115431408779,0.9915784371171906,3.2069234700472617,0.4742035702335311,10.1865256254279,8,white
7.266354570044436,0.48452375717496987,0.3310498953014919,15.089727904021291,0.042906378411623904,42.28309857179049,9.0,0.9900059848499335,3.3393627827704644,0.413448237017656,10.015549546850972,7,white
7.114698427863575,0.36681773859546485,0.283934555766872,10.78803049818194,0.03345701591101186,25.36327179243937,183.73681939098583,0.9905270816992798,3.0412460070313325,0.22704815352743712,8.609147919914586,9,white
7.214937645356639,0.30218525569892846,0.39021371770662755,3.534312714685646,0.04715684233610224,45.93494542924285,116.54615019702462,0.9945165463752675,3.1324930306716143,0.38566869307306784,9.148489981742445,6,white
5.462677137093727,0.3922622812942459,0.17317875705856975,1.934088115484779,0.010463817380831207,30.570962103258935,174.54083591906988,0.9942423998042205,3.265757441394701,0.6411831514120501,13.855020982250798,8,white
6.817994008540567,0.18860460978773996,0.4368978484891824,1.020563309339434,0.062240084636916736,22.23217391768576,103.52642549381801,0.9965710792666547,2.934166305030111,0.49417006734137314,10.034140628236228,8,white
6.751839896143036,0.17157610317024652,0.3967100633225774,1.2559403957036022,0.08703881391811252,10.790618059061778,229.89657074308042,0.995017291036729,2.9785585769111007,0.5409536474767714,9.052008042853696,7,white
